name,date,location,Lat,Long
Couple commits suicide,"August 11, 2012",KARNATAKA,15.317277,75.71389
Little Krishnas and gopikas steal the show,"August 11, 2012",ANDHRA PRADESH,15.9129,79.73999
Team up to eradicate poverty,"August 12, 2012",TAMIL NADU,11.127123,78.656891
Madurai today,"August 12, 2012",TAMIL NADU,11.127123,78.656891
Work begins in Phase II of drinking water supply scheme in Salem,"August 13, 2012",TAMIL NADU,11.127123,78.656891
Engagements-Coimbatore,"September 13, 2012",TAMIL NADU,11.127123,78.656891
Camp held on sex education,"September 06, 2012",ANDHRA PRADESH,15.9129,79.73999
Rehabilitation package for landslip victims,"September 07, 2012",KERALA,10.850516,76.27108
Gas leak hits traffic on Mumbai-Pune expressway,"September 07, 2012",KARNATAKA,15.317277,75.71389
Safety rules followed more in breach than in observance,"September 07, 2012",TAMIL NADU,11.127123,78.656891
Nitte School registers big win,"September 07, 2012",KARNATAKA,15.317277,75.71389
Creating AIDS awareness,"September 08, 2012",TAMIL NADU,11.127123,78.656891
"Inspiring safety, quality","August 29, 2012",Vijayawada,16.506174,80.648018
A project to better the lives of the sick,"August 30, 2012",KARNATAKA,15.317277,75.71389
madurai today,"August 31, 2012",TAMIL NADU,11.127123,78.656891
A ray of hope for children out of school,"September 08, 2012",TAMIL NADU,11.127123,78.656891
Relief for terminally ill at doorstep,"September 03, 2012",Tiruchirapalli,,
Mylan Laboratories to supply antiretroviral drugs to NACO,"September 05, 2012",ANDHRA PRADESH,15.9129,79.73999
Lions award to Kutikuppala,"September 05, 2012",ANDHRA PRADESH,15.9129,79.73999
Court notice to State government on income limit for RTE quota,"August 10, 2012",KARNATAKA,15.317277,75.71389
HIV/AIDS awareness pledge,"August 09, 2012",TAMIL NADU,11.127123,78.656891
Court notice to Karnataka government on income limit for RTE quota,"August 10, 2012",Karnataka,15.317277,75.71389
"Bottles, not the best way to feed your baby","August 10, 2012",TAMIL NADU,11.127123,78.656891
Crossing borders for that learning experience,"August 10, 2012",TAMIL NADU,11.127123,78.656891
Support sought for universal pension,"August 10, 2012",KARNATAKA,15.317277,75.71389
"Provide ration cards, shelter to the deprived, says CPI","August 03, 2012",KARNATAKA,15.317277,75.71389
25 get assistance,"August 01, 2012",TAMIL NADU,11.127123,78.656891
Aid for children of HIV-positive people,"August 01, 2012",KERALA,10.850516,76.27108
â€˜Fix pension for all retired personsâ€™,"August 02, 2012",KARNATAKA,15.317277,75.71389
â€˜Rakshabandhanâ€™ held with gaiety,"August 03, 2012",ANDHRA PRADESH,15.9129,79.73999
"Pension sought for sexuality minorities, sex workers","August 03, 2012",KARNATAKA,15.317277,75.71389
Project to develop coconut-based remedies,"July 30, 2012",KERALA,10.850516,76.27108
Spit Test for diabetes,"July 30, 2012",ANDHRA PRADESH,15.9129,79.73999
Project to develop coconut-based remedies,"July 30, 2012",Kochi,9.931233,76.267303
Paediatricians' role in healthcare stressed,"July 30, 2012",TAMIL NADU,11.127123,78.656891
â€˜Many unaware of HBV vaccineâ€™,"July 28, 2012",ANDHRA PRADESH,15.9129,79.73999
Educating women vital for development of society: Minister,"July 29, 2012",ANDHRA PRADESH,15.9129,79.73999
Tiruchi Today,"July 28, 2012",TAMIL NADU,11.127123,78.656891
Remarks of International AIDS Society president â€˜shockingâ€™,"July 28, 2012",NEW DELHI,28.632429,77.218788
World Hepatitis Day today,"July 28, 2012",Visakhapatnam,17.686815,83.218483
HIV positive woman denied Green House,"July 29, 2012",TAMIL NADU,11.127123,78.656891
â€˜Blood available with Red Crossâ€™,"July 31, 2012",ANDHRA PRADESH,15.9129,79.73999
HIV awareness workshop held,"July 29, 2012",TAMIL NADU,11.127123,78.656891
Another step forward,"July 29, 2012",Delhi,28.70406,77.102493
Spit Test for diabetes,"July 30, 2012",Vijayawada,16.506174,80.648018
Sex workers from Africa visit Mysore peers,"August 04, 2012",KARNATAKA,15.317277,75.71389
Training programme to spread awareness of AIDS,"August 05, 2012",TAMIL NADU,11.127123,78.656891
Thoppur Hospital cries for attention,"August 06, 2012",TAMIL NADU,11.127123,78.656891
â€œDelhi body for children protection is defunctâ€,"August 06, 2012",NEW DELHI,28.632429,77.218788
Women leaders roped in to check spread of HIV,"August 07, 2012",TAMIL NADU,11.127123,78.656891
Engagements,"August 07, 2012",ANDHRA PRADESH,15.9129,79.73999
madurai today,"August 08, 2012",TAMIL NADU,11.127123,78.656891
Health problems dog migrant workers in city,"June 28, 2012",KERALA,10.850516,76.27108
HIV infected seek loan to start own ventures,"July 24, 2012",TAMIL NADU,11.127123,78.656891
Engagements,"June 22, 2012",KERALA,10.850516,76.27108
Charges framed against HIV-positive man,"June 12, 2012",NEW DELHI,28.632429,77.218788
Haryana promotes hygiene and sanitation,"June 24, 2012",NEW DELHI,28.632429,77.218788
VMM to the aid of people living with HIV,"June 22, 2012",ANDHRA PRADESH,15.9129,79.73999
Where medium is the message,"June 08, 2012",KERALA,10.850516,76.27108
Pushing the limits of audience attention,"June 13, 2012",Bengaluru,12.971599,77.594566
Private schools should give 25 per cent seats to poor children: MLC,"June 23, 2012",ANDHRA PRADESH,15.9129,79.73999
HIV testing vehicle flagged off in Theni,"June 15, 2012",TAMIL NADU,11.127123,78.656891
City schools yet to fill quota seats,"June 23, 2012",Chennai,13.08268,80.270721
City schools yet to fill quota seats,"June 23, 2012",TAMIL NADU,11.127123,78.656891
Notebooks distributed to children,"June 24, 2012",KARNATAKA,15.317277,75.71389
Business houses asked to help poor,"June 24, 2012",KERALA,10.850516,76.27108
Every donor of blood should undergo test: Shantaram Shetty,"June 15, 2012",Mangaluru,12.868,74.84269
Thousands throng Red Ribbon Express,"June 17, 2012",ANDHRA PRADESH,15.9129,79.73999
Private hospitals run dry of blood,"June 16, 2012",TAMIL NADU,11.127123,78.656891
Gender and the benders,"June 16, 2012",KARNATAKA,15.317277,75.71389
Red Ribbon Express reaches Guntur,"June 15, 2012",ANDHRA PRADESH,15.9129,79.73999
New Central scheme for women to be launched in Haryana,"June 17, 2012",NEW DELHI,28.632429,77.218788
Red Ribbon Express to chug into city,"June 15, 2012",ANDHRA PRADESH,15.9129,79.73999
Police await word on diplomat's status,"June 16, 2012",Karnataka,15.317277,75.71389
"Now, thatâ€™s a real game changer!","June 24, 2012",KARNATAKA,15.317277,75.71389
US $ 4 million aid for vaccine development,"June 19, 2012",ANDHRA PRADESH,15.9129,79.73999
The law too has a long way to go,"June 26, 2012",KARNATAKA,15.317277,75.71389
Red Ribbon Express in Mahabubnagar,"June 09, 2012",ANDHRA PRADESH,15.9129,79.73999
â€˜Be wary of drug addictionâ€™,"June 27, 2012",TAMIL NADU,11.127123,78.656891
Awareness rallies mark Anti-Drug Day,"June 27, 2012",ANDHRA PRADESH,15.9129,79.73999
"1,657 solar-powered green houses planned","June 09, 2012",TAMIL NADU,11.127123,78.656891
Gay pride month is here,"June 09, 2012",Chennai,13.08268,80.270721
Awareness camp,"June 10, 2012",ANDHRA PRADESH,15.9129,79.73999
The law too has a long way to go,"June 26, 2012",Bengaluru,12.971599,77.594566
Spreading awareness about AIDS,"June 10, 2012",ANDHRA PRADESH,15.9129,79.73999
â€˜Red Ribbon Express' on the tracks of awareness,"June 11, 2012",ANDHRA PRADESH,15.9129,79.73999
Rotarian helps 15 poor children,"June 12, 2012",KARNATAKA,15.317277,75.71389
Elephant enters Balaji Nagar,"June 20, 2012",TAMIL NADU,11.127123,78.656891
VMC initiative helps them find their feet,"June 21, 2012",ANDHRA PRADESH,15.9129,79.73999
Mahila Mandal meet,"June 21, 2012",ANDHRA PRADESH,15.9129,79.73999
Give priority to issuing house site pattas to the poor: MLA,"June 21, 2012",TAMIL NADU,11.127123,78.656891
Chennai today,"June 22, 2012",TAMIL NADU,11.127123,78.656891
Red Ribbon Express train for town today,"June 12, 2012",ANDHRA PRADESH,15.9129,79.73999
The girls are in control,"June 12, 2012",Delhi,28.70406,77.102493
Playing fairy godmothers to needy kids,"June 13, 2012",TAMIL NADU,11.127123,78.656891
Autorickshaw drivers demand welfare board,"June 13, 2012",TAMIL NADU,11.127123,78.656891
Students throng Red Ribbon Express,"June 13, 2012",ANDHRA PRADESH,15.9129,79.73999
Red Ribbon Express coming tomorrow,"June 13, 2012",ANDHRA PRADESH,15.9129,79.73999
Autorickshaw drivers demand welfare board,"June 13, 2012",Chennai,13.08268,80.270721
Rehabilitation centre to come up,"June 14, 2012",KARNATAKA,15.317277,75.71389
Centre for children with HIV to come up near Belgaum,"June 14, 2012",KARNATAKA,15.317277,75.71389
Be honest while donating blood,"June 14, 2012",ANDHRA PRADESH,15.9129,79.73999
Children without borders,"June 14, 2012",NEW DELHI,28.632429,77.218788
Centre for children with HIVto come up near Belgaum,"June 14, 2012",Karnataka,15.317277,75.71389
Pension scheme for HIV-infected,"June 15, 2012",KERALA,10.850516,76.27108
Every donor of blood should undergo test: Shantaram Shetty,"June 15, 2012",KARNATAKA,15.317277,75.71389
While government hospital is self-sufficient private ones run dry of blood,"June 15, 2012",TAMIL NADU,11.127123,78.656891
More ART Centres to be set up,"June 28, 2012",TAMIL NADU,11.127123,78.656891
Mannequins become the artistâ€™s canvas,"June 28, 2012",NEW DELHI,28.632429,77.218788
Free eye screening held,"June 28, 2012",ANDHRA PRADESH,15.9129,79.73999
Health problems dog migrant workers in city,"June 28, 2012",Kochi,9.931233,76.267303
Free eye screening held in Vijayawada,"June 28, 2012",Vijayawada,16.506174,80.648018
Gift of blood is a gift of life,"June 29, 2012",TAMIL NADU,11.127123,78.656891
Charkha awards for eight journalists,"June 30, 2012",KARNATAKA,15.317277,75.71389
Changing lives with education,"June 30, 2012",ANDHRA PRADESH,15.9129,79.73999
Sri Lankan team meets HIV high risk groups,"June 30, 2012",ANDHRA PRADESH,15.9129,79.73999
HIV patients need social support,"July 03, 2012",ANDHRA PRADESH,15.9129,79.73999
Child panel unhappy at rescued Home inmates being sent to different centres,"July 04, 2012",NEW DELHI,28.632429,77.218788
Royal College of Physician fellowship for city doctor,"July 04, 2012",ANDHRA PRADESH,15.9129,79.73999
Govt-NGO partnership for AIDS to continue,"June 30, 2012",TAMIL NADU,11.127123,78.656891
Govt-NGO partnership for AIDS to continue,"June 30, 2012",Chennai,13.08268,80.270721
Partnership for AIDS to continue,"July 01, 2012",TAMIL NADU,11.127123,78.656891
"Resolve disputes at pre-litigation stage, judge tells government","July 01, 2012",KARNATAKA,15.317277,75.71389
Aarti Home founder selected for award in US,"July 02, 2012",ANDHRA PRADESH,15.9129,79.73999
Tiruchi Today,"July 08, 2012",TAMIL NADU,11.127123,78.656891
Making a difference in the lives of people affected by HIV,"July 09, 2012",TAMIL NADU,11.127123,78.656891
Health lectures put the spring back into walkersâ€™ feet,"July 10, 2012",ANDHRA PRADESH,15.9129,79.73999
Health lectures put the spring back into walkersâ€™ feet,"July 10, 2012",Hyderabad,17.385044,78.486671
Students from Dublin share joy with orphans,"July 14, 2012",Vijayawada,16.506174,80.648018
Celebrating Mandelaâ€™s devotion to humanity,"July 18, 2012",NEW DELHI,28.632429,77.218788
Condom packets found dumped,"July 18, 2012",TAMIL NADU,11.127123,78.656891
Constable wields camera again,"July 05, 2012",ANDHRA PRADESH,15.9129,79.73999
Handling of rescued kids upsets child rights body,"July 05, 2012",NEW DELHI,28.632429,77.218788
Donations pour in for schools as â€˜Shalegaagi Naavu Neevuâ€™ starts,"July 06, 2012",KARNATAKA,15.317277,75.71389
Donations pour in for schools as â€˜Shalegaagi Naavu Neevuâ€™ starts,"July 06, 2012",Mangaluru,12.868,74.84269
Celebrating Mandelaâ€™s devotion to humanity,"July 18, 2012",Delhi,28.70406,77.102493
Singing the stories behind paintings,"July 18, 2012",Bengaluru,12.971599,77.594566
"Despite RTE, schools remain out of reach","July 06, 2012",TAMIL NADU,11.127123,78.656891
Madurai today,"July 08, 2012",TAMIL NADU,11.127123,78.656891
27 thalassemic kids infected with HIV: CBI registers case,"July 13, 2012",NEW DELHI,28.632429,77.218788
Villagers scuttle bid to admit HIV-infected children to school,"July 14, 2012",Tamil Nadu,11.127123,78.656891
Acute shortage of blood in Rajahmundry,"July 25, 2012",ANDHRA PRADESH,15.9129,79.73999
A year that saw Tamil Nadu's health sector stained by transfusion blot,"December 30, 2018",Tamil Nadu,11.127123,78.656891
HIV positive blood donor dies after consuming poison,"December 30, 2018",Tamil Nadu,11.127123,78.656891
HIV+ woman seeks action against KMC,"December 30, 2018",Chennai,13.08268,80.270721
â€˜Lacunae in blood collection will be fixedâ€™,"December 28, 2018",TAMIL NADU,11.127123,78.656891
"NHRC seeks report from Centre, State government","December 28, 2018",TAMIL NADU,11.127123,78.656891
Seven doctors held for dirty dancing,"December 23, 2018",TELANGANA,17.874821,79.521004
Fighting the double stigma,"December 01, 2018",MUMBAI,19.075983,72.877655
Correction,"December 01, 2018",TAMIL NADU,11.127123,78.656891
HIV prevalence rate declines in Coimbatore,"December 01, 2018",TAMIL NADU,11.127123,78.656891
th01cityHIVcol,"December 01, 2018",Chennai,13.08268,80.270721
Thrissur1RegiGH652AU043jpgjpg,"December 01, 2018",KERALA,10.850516,76.27108
Engagements,"December 05, 2018",TAMIL NADU,11.127123,78.656891
Fear of HIV drives villagers to empty only water source,"December 05, 2018",Karnataka,15.317277,75.71389
04bg-HIV-tankAG8D52T1CJ5jpgjpg,"December 05, 2018",ANDHRA PRADESH,15.9129,79.73999
04bg-HIV-tankGG8D52T1CJ4jpgjpg,"December 05, 2018",KARNATAKA,15.317277,75.71389
TANSACS to launch community-based testing,"December 01, 2018",TAMIL NADU,11.127123,78.656891
â€˜Donâ€™t shy away from knowing your statusâ€™,"December 01, 2018",ANDHRA PRADESH,15.9129,79.73999
City youth falling prey to HIV,"December 01, 2018",ANDHRA PRADESH,15.9129,79.73999
Against a scourge,"December 01, 2018",KERALA,10.850516,76.27108
Time to â€˜know your HIV statusâ€™,"December 01, 2018",TELANGANA,17.874821,79.521004
"HIV infection: A.P., Telangana rank fourth in country, says doc","November 30, 2018",ANDHRA PRADESH,15.9129,79.73999
"HIV, AIDS cases on the decline: officer","November 30, 2018",KARNATAKA,15.317277,75.71389
HIV prevalence rate declines in Coimbatore,"November 30, 2018",TAMIL NADU,11.127123,78.656891
HIV viral load checking facility soon at CMCH,"November 30, 2018",TAMIL NADU,11.127123,78.656891
29novcbwgt1hivG13524G1S1jpgjpg,"November 30, 2018",TAMIL NADU,11.127123,78.656891
29mnudupiHIVGJ8526UP13jpgjpg,"November 30, 2018",KARNATAKA,15.317277,75.71389
â€˜Crashes can be preventedâ€™,"December 05, 2018",Mumbai,19.075983,72.877655
Transgenders protest before police station,"December 06, 2018",ANDHRA PRADESH,15.9129,79.73999
â€˜Crashes can be preventedâ€™,"December 06, 2018",MUMBAI,19.075983,72.877655
Jaya panel examines neurologist,"December 06, 2018",TAMIL NADU,11.127123,78.656891
